"REMOTE","STATION","date","weeknumber","Total_2020","Total_2019"
"R267","46TH STREET-BROADWAY          ",2020-03-28,"13",18674,53529
"R268","METROPOLITAN AVE-LORIMER ST   ",2020-03-28,"13",22228,85704
"R269","BEDFORD AVENUE-NOSTRAND AVE   ",2020-03-28,"13",16323,51691
"R270","SMITH STREET-9TH STREET       ",2020-03-28,"13",10480,25808
"R271","AVENUE X-MCDONALD AVENUE      ",2020-03-28,"13",7051,11679
"R272","28TH STREET-7TH AVENUE        ",2020-03-28,"13",17631,87335
"R273","145TH STREET-BROADWAY         ",2020-03-28,"13",23536,58773
"R274","191ST STREET-ST NICHOLAS AV   ",2020-03-28,"13",4005,48344
"R275","183RD STREET-JEROME AVENUE    ",2020-03-28,"13",20458,32127
"R276","JACKSON AVENUE-VERNON BLVD    ",2020-03-28,"13",25538,88227
"R277","PRESIDENT ST-NOSTRAND AVE     ",2020-03-28,"13",7475,23822
"R278","25TH STREET-4TH AVENUE        ",2020-03-28,"13",6872,14427
"R279","JEFFERSON STREET-WYCKOFF AV   ",2020-03-28,"13",13887,35266
"R280","190TH STREET-OVERLOOK TERR    ",2020-03-28,"13",9289,28032
"R281","72ND STREET-CENTRAL PK WEST   ",2020-03-28,"13",11517,46924
"R282","SPRING STREET-6TH AVENUE      ",2020-03-28,"13",13649,84254
"R283","LAFAYETTE AVENUE-FULTON ST    ",2020-03-28,"13",8440,30959
"R284","CLINTON AVENUE-FULTON ST      ",2020-03-28,"13",9374,42272
"R285","MOTT AVENUE-BEACH 22ND ST     ",2020-03-28,"13",13798,23602
"R286","MYRTLE AVENUE-MARCY AVENUE    ",2020-03-28,"13",13509,36948
"R287","CLASSON AVENUE-LAFAYETTE AV   ",2020-03-28,"13",9879,32721
"R288","7TH AVENUE-9TH STREET         ",2020-03-28,"13",17212,70990
"R289","FT HAMILTON PKY-GREENWOOD     ",2020-03-28,"13",7672,35092
"R290","HOUSTON STREET-VARICK ST      ",2020-03-28,"13",17490,87395
"R291","33RD STREET-QUEENS BLVD       ",2020-03-28,"13",15465,64478
"R292","BAYCHESTER AVE-TILLOTSON      ",2020-03-28,"13",9491,20939
"R293","34TH STREET - PENN STATION    ",2020-03-28,"13",74768,311359
"R294","MORGAN AVENUE-HARRISON PL     ",2020-03-28,"13",11775,34223
"R295","WILSON AVENUE-MOFFAT STREET   ",2020-03-28,"13",10463,21633
"R296","163RD ST & AMSTERDAM AVE      ",2020-03-28,"13",11520,25947
"R297","FRANKLIN AVENUE-FULTON ST     ",2020-03-28,"13",12280,37845
"R298","NORTHERN BLVD-BROADWAY        ",2020-03-28,"13",16028,37520
"R299","BROADWAY - UNION AVENUE       ",2020-03-28,"13",12882,28986
"R300","2ND AVENUE-HOUSTON STREET     ",2020-03-28,"13",26007,110012
"R301","YORK STREET-JAY STREET        ",2020-03-28,"13",18273,70672
"R302","57TH STREET-6TH AVENUE        ",2020-03-28,"13",21363,86549
"R303","21ST STREET-QUEENSBRIDGE      ",2020-03-28,"13",26137,62846
"R304","RECTOR STREET-GREENWICH ST    ",2020-03-28,"13",8259,46948
"R305","WTC-CORTLANDT ST              ",2020-03-28,"13",12071,75670
"R306","238TH STREET-BROADWAY         ",2020-03-28,"13",10429,22296
"R307","138TH ST-GRAND CONCOURSE      ",2020-03-28,"13",6135,17905
"R308","MT EDEN AVENUE-JEROME AVE     ",2020-03-28,"13",17094,27696
"R309","176TH STREET-JEROME AVENUE    ",2020-03-28,"13",19101,31598
"R310","111TH STREET-ROOSEVELT AVE    ",2020-03-28,"13",39038,67197
"R311","BOWERY STREET-DELANCEY ST     ",2020-03-28,"13",7505,25221
"R312","WEST 6TH STREET-SURF AVENUE   ",2020-03-28,"13",5948,12152
"R313","BUSHWICK AVENUE-ABERDEEN ST   ",2020-03-28,"13",5139,9806
"R314","103RD ST-CENTRAL PARK WEST    ",2020-03-28,"13",9501,27752
"R315","155TH STREET-8TH AVENUE       ",2020-03-28,"13",11330,20415
"R316","FLUSHING AVENUE-MARCY AVE     ",2020-03-28,"13",7868,9870
"R317","LAFAYETTE AV-WASHINGTON AV    ",2020-03-28,"13",7380,30931
"R318","FULTON STREET-LAFAYETTE AV    ",2020-03-28,"13",11200,34391
"R319","63RD STREET-LEXINGTON AVE     ",2020-03-28,"13",32471,120413
"R320","CANAL STREET-VARICK STREET    ",2020-03-28,"13",5747,37268
"R321","18TH STREET-7TH AVENUE        ",2020-03-28,"13",9471,50431
"R322","SPRING STREET-LAFAYETTE ST    ",2020-03-28,"13",12646,68297
"R323","111TH STREET-LENOX AVENUE     ",2020-03-28,"13",19997,50596
"R324","116TH STREET-LENOX AVENUE     ",2020-03-28,"13",24827,64799
"R325","WHITLOCK AVE-WESTCHESTER AV   ",2020-03-28,"13",6321,11089
"R326","ZEREGA AVE-WESTCHESTER AVE    ",2020-03-28,"13",7219,15733
"R327","52ND STREET-ROOSEVELT AVE     ",2020-03-28,"13",15421,34500
"R328","WILLETS PT BLVD-ROOSEVELT     ",2020-03-28,"13",5465,14399
"R329","MORRIS PARK-PAULDING AVENUE   ",2020-03-28,"13",5173,14108
"R330","3RD AVENUE-14TH STREET        ",2020-03-28,"13",9978,29543
"R331","155TH STREET-ST NICHOLAS AV   ",2020-03-28,"13",6451,16374
"R332","135TH STREET-ST NICHOLAS AV   ",2020-03-28,"13",10764,32566
"R333","116TH STREET-8TH AVENUE       ",2020-03-28,"13",14609,42009
"R334","110TH STREET-8TH AVENUE       ",2020-03-28,"13",13894,40847
"R335","GASTON AVENUE-BEACH 67TH ST   ",2020-03-28,"13",6931,12685
"R336","STRAITON AVE-BEACH 60TH ST    ",2020-03-28,"13",6651,11690
"R337","FRANK AVENUE-BEACH 44TH ST    ",2020-03-28,"13",2274,4380
"R338","EDGEMERE-BEACH 36TH STREET    ",2020-03-28,"13",3031,5413
"R339","36TH STREET-NORTHERN BLVD     ",2020-03-28,"13",9515,29546
"R340","65TH STREET-BROADWAY          ",2020-03-28,"13",9130,23082
"R341","75TH AVENUE-QUEENS BLVD       ",2020-03-28,"13",5888,20413
"R342","VAN WYCK BLVD-METROPOLITAN    ",2020-03-28,"13",12855,29047
"R343","FRANKLIN STREET-WEST BWAY     ",2020-03-28,"13",5116,32062
"R344","145TH STREET-LENOX AVENUE     ",2020-03-28,"13",8903,18610
"R345","148TH STREET-LENOX AVENUE     ",2020-03-28,"13",9412,23110
"R346","COURT SQ                      ",2020-03-28,"13",13471,27338
"R347","69TH STREET-ROOSEVELT AVE     ",2020-03-28,"13",14682,26709
"R348","ATLANTIC AV-VAN SINDEREN AV   ",2020-03-28,"13",4563,8210
"R349","SUTTER AVE-VAN SINDEREN AVE   ",2020-03-28,"13",10642,19852
"R350","LIVONIA AVE-VAN SINDEREN AV   ",2020-03-28,"13",9280,15268
"R352","HEWES STREET-BROADWAY         ",2020-03-28,"13",8329,21357
"R353","LORIMER STREET-BROADWAY       ",2020-03-28,"13",13912,33541
"R354","104TH STREET-LIBERTY AVENUE   ",2020-03-28,"13",4939,10753
"R355","109TH STREET-LIBERTY AVENUE   ",2020-03-28,"13",6503,13897
"R356","LEFFERTS BLVD-LIBERTY AVE     ",2020-03-28,"13",19835,39177
"R357","NORTH CONDUIT AVE-COHANCEY    ",2020-03-28,"13",2126,5067
"R358","BEACH 25TH STREET-WAVECREST   ",2020-03-28,"13",5192,10299
"R359","COURT SQ-23 ST                ",2020-03-28,"13",25386,109329
"R360","21ST STREET-JACKSON AVENUE    ",2020-03-28,"13",3781,9561
"R361","PELHAM PKWY-WHITE PLAINS RD   ",2020-03-28,"13",25004,46997
"R362","ALLERTON AV-WHITE PLAINS RD   ",2020-03-28,"13",17125,29677
"R363","BURKE AVE-WHITE PLAINS ROAD   ",2020-03-28,"13",11065,18946
"R364","GUNHILL RD-WHITE PLAINS RD    ",2020-03-28,"13",21616,36725
"R365","219TH ST-WHITE PLAINS ROAD    ",2020-03-28,"13",10659,19516
"R366","225TH ST-WHITE PLAINS ROAD    ",2020-03-28,"13",12637,23504
"R367","233RD ST-WHITE PLAINS ROAD    ",2020-03-28,"13",15193,26263
"R368","9TH AVENUE-39TH STREET        ",2020-03-28,"13",14751,32345
"R369","FORT HAMILTON PKWY-45TH ST    ",2020-03-28,"13",12148,23808
"R370","71ST STREET-NEW UTRECHT AVE   ",2020-03-28,"13",14183,35192
"R371","79TH STREET-17TH AVENUE       ",2020-03-28,"13",15876,38107
"R372","18TH AVENUE-86TH STREET       ",2020-03-28,"13",16191,35258
"R373","20TH AVENUE-86TH STREET       ",2020-03-28,"13",13585,30412
"R374","BAY PARKWAY-86TH STREET       ",2020-03-28,"13",20187,43097
"R375","NEW LOTS AV-VAN SINDEREN AV   ",2020-03-28,"13",12831,21707
"R376","EAST 105TH ST-FARRAGUT ROAD   ",2020-03-28,"13",10358,18638
"R377","FLUSHING AVE-BROADWAY         ",2020-03-28,"13",25854,52652
"R378","MYRTLE AVENUE-BROADWAY        ",2020-03-28,"13",27988,72584
"R379","KOSCIUSZKO STREET-BROADWAY    ",2020-03-28,"13",12551,32793
"R380","GATES AVENUE-BROADWAY         ",2020-03-28,"13",16821,42293
"R381","HALSEY STREET-BROADWAY        ",2020-03-28,"13",16608,39903
"R382","GRANT AVENUE-PITKIN AVENUE    ",2020-03-28,"13",17095,31332
"R383","HUDSON STREET-78TH STREET     ",2020-03-28,"13",11283,25874
"R384","BOYD STREET-88TH STREET       ",2020-03-28,"13",7799,16830
"R385","ROCKAWAY BLVD-LIBERTY AVE     ",2020-03-28,"13",18209,38335
"R386","174TH STREET-SOUTHERN BLVD    ",2020-03-28,"13",18636,36773
"R387","EAST TREMONT AVENUE-178 ST    ",2020-03-28,"13",14557,35357
"R388","EAST 180TH ST-MORRIS PARK     ",2020-03-28,"13",22057,36365
"R389","BRONX PARK EAST               ",2020-03-28,"13",7434,14415
"R390","8TH AVENUE-62ND STREET        ",2020-03-28,"13",22536,73635
"R391","FORT HAMILTON PARKWAY-62ND    ",2020-03-28,"13",13205,19219
"R392","18TH AVENUE-62ND STREET       ",2020-03-28,"13",12397,17680
"R393","20TH AVENUE-62ND STREET       ",2020-03-28,"13",8815,22728
"R394","BAY PARKWAY-66TH STREET       ",2020-03-28,"13",17086,39947
"R395","KINGS HIGHWAY-WEST 7TH ST     ",2020-03-28,"13",13933,25472
"R396","AVENUE U-WEST 7TH STREET      ",2020-03-28,"13",6357,18177
"R397","86TH STREET-AVENUE V          ",2020-03-28,"13",4691,12809
"R398","NEW UTRECHT AVENUE-62ND ST    ",2020-03-28,"13",13968,25506
"R399","25TH AVENUE-86TH STREET       ",2020-03-28,"13",11725,28634
"R400","BAY 50TH STREET-STILLWELL     ",2020-03-28,"13",7253,16021
"R401","CENTRAL AVE-MYRTLE AVE        ",2020-03-28,"13",10373,28626
"R402","SENECA AVENUE-PALMETTO ST     ",2020-03-28,"13",10058,21682
"R403","FOREST AVENUE-PUTNAM AVENUE   ",2020-03-28,"13",11307,25317
"R404","FRESH POND ROAD-68TH AVENUE   ",2020-03-28,"13",16107,33493
"R405","JACKSON AVENUE-WESTCHESTER    ",2020-03-28,"13",14322,31183
"R406","PROSPECT AVENUE-WESTCHESTER   ",2020-03-28,"13",20651,39506
"R407","INTERVALE 163RD STREET        ",2020-03-28,"13",9174,18438
"R408","SIMPSON ST-WESTCHESTER AVE    ",2020-03-28,"13",22729,43577
"R409","FREEMAN ST-SOUTHERN BLVD      ",2020-03-28,"13",12623,26377
"R411","PARK PLACE-FRANKLIN AVENUE    ",2020-03-28,"13",3629,10445
"R412","BOTANIC GARDEN-FRANKLIN AVE   ",2020-03-28,"13",2687,9028
"R413","KNICKERBOCKER AVE-MYRTLE AV   ",2020-03-28,"13",13703,31169
"R414","HOWARD BEACH-159TH AVE        ",2020-03-28,"13",6242,15664
"R415","BROAD CHANNEL-NOEL ROAD       ",2020-03-28,"13",609,1711
"R416","HOLLAND-BEACH 90TH STREET     ",2020-03-28,"13",1958,4166
"R417","PLAYLAND-BEACH 98TH STREET    ",2020-03-28,"13",1047,2450
"R418","SEASIDE BEACH-105TH STREET    ",2020-03-28,"13",412,1227
"R419","ROCKAWAY PARK-BEACH 116TH     ",2020-03-28,"13",1785,3354
"R420","DITMAS AVE-MCDONALD AVE       ",2020-03-28,"13",11650,17925
"R421","AVENUE I-MCDONALD AVENUE      ",2020-03-28,"13",5935,8389
"R422","MCDONALD AVE-22ND AVE         ",2020-03-28,"13",2938,3832
"R423","AVENUE N-MCDONALD AVENUE      ",2020-03-28,"13",8423,13149
"R424","AVENUE P-MCDONALD AVENUE      ",2020-03-28,"13",7603,11556
"R425","AVENUE U-MCDONALD AVENUE      ",2020-03-28,"13",5229,7866
"R426","NEPTUNE AVE-MCDONALD AVENUE   ",2020-03-28,"13",4097,7250
"R427","MIDDLETOWN ROAD-WESTCHESTER   ",2020-03-28,"13",4723,12213
"R428","BUHRE AVE-WESTCHESTER AVE     ",2020-03-28,"13",9135,21154
"R429","PELHAM BAY PARK-BRUCKNER BL   ",2020-03-28,"13",14875,29198
"R430","PELHAM PKWY-ESPLANADE         ",2020-03-28,"13",7078,16811
"R431","DYRE AVENUE-LIGHT STREET      ",2020-03-28,"13",11971,22483
"R432","CHAUNCEY STREET-ROCKAWAY AV   ",2020-03-28,"13",10164,20734
"R433","ALABAMA AVENUE-FULTON ST      ",2020-03-28,"13",6512,9571
"R434","VAN SICLEN AVENUE-FULTON ST   ",2020-03-28,"13",8984,15421
"R435","CLEVELAND STREET-FULTON ST    ",2020-03-28,"13",9920,17546
"R436","NORWOOD AVENUE-FULTON ST      ",2020-03-28,"13",10970,18585
"R437","CRESCENT STREET-FULTON ST     ",2020-03-28,"13",15414,29959
"R438","RALPH AVENUE-FULTON STREET    ",2020-03-28,"13",15049,34020
"R439","ROCKAWAY AVE-HOPKINSON AVE    ",2020-03-28,"13",15211,33514
"R440","LIBERTY AVE-PENNSYLVANIA AV   ",2020-03-28,"13",7147,14453
"R441","VAN SICLEN AVE-PITKIN AVE     ",2020-03-28,"13",8953,17544
"R442","SHEPHERD AVE-PITKIN AVE       ",2020-03-28,"13",9432,19086
"R443","170TH STREET-GRAND CONC.      ",2020-03-28,"13",20632,40163
"R444","238TH ST-WHITE PLAINS ROAD    ",2020-03-28,"13",9296,17045
"R445","138TH STREET-3RD AVE          ",2020-03-28,"13",25699,46371
"R446","BROOK AVENUE-138TH STREET     ",2020-03-28,"13",20308,35868
"R447","CYPRESS AVENUE-138TH STREET   ",2020-03-28,"13",11101,20077
"R448","EAST 143RD ST-SOUTHERN BLVD   ",2020-03-28,"13",3379,6011
"R449","EAST 149TH ST-SOUTHERN BLVD   ",2020-03-28,"13",16938,27671
"R450","LONGWOOD AVE-SOUTHERN BLVD    ",2020-03-28,"13",4318,18730
"R451","WINTHROP ST-NOSTRAND AVE      ",2020-03-28,"13",17584,36426
"R452","72ND STREET & BROADWAY        ",2020-03-28,"13",64273,244046
"R453","23RD STREET-6TH AVENUE        ",2020-03-28,"13",19943,74369
"R455","25TH STREET-4TH AVENUE        ",2020-03-28,"13",2621,6069
"R456","HOYT STREET-FULTON STREET     ",2020-03-28,"13",5138,17465
"R460","MARCY AVENUE-BROADWAY         ",2020-03-28,"13",32143,96929
"R461","BROADWAY LAFAYETTE-BLEECKER   ",2020-03-28,"13",26899,135100
"R462","CANAL STREET-BROADWAY         ",2020-03-28,"13",18278,97865
"R463","CANAL ST-LAFAYETTE ST EAST    ",2020-03-28,"13",28643,123511
"R464","AQUEDUCT RACE TRACK           ",2020-03-28,"13",2201,11615
"R468","RI TRAMWAY (MANHATTAN)        ",2020-03-28,"13",7791,15945
"R469","RI TRAMWAY (ROOSEVELT)        ",2020-03-28,"13",8236,17226
"R535","AIRTRAIN @ HOWARD BEACH       ",2020-03-28,"13",16023,45233
"R536","AIRTRAIN JAMAICA CENTER 1     ",2020-03-28,"13",49361,125401
"R540","PA-PATH WORLD TRADE CNTR      ",2020-03-28,"13",29855,115173
"R541","PA-PATH THIRTY THIRD ST       ",2020-03-28,"13",20438,81962
"R542","PA-PATH TWENTY THIRD ST       ",2020-03-28,"13",3880,20934
"R543","PA-PATH EXCHANGE PLACE        ",2020-03-28,"13",7023,33350
"R544","PA-PATH HARRISON              ",2020-03-28,"13",4482,18739
"R545","PA-PATH 14TH STREET           ",2020-03-28,"13",6414,24175
"R546","PA-PATH PAVONIA/NEWPORT       ",2020-03-28,"13",5129,33605
"R547","PA-PATH 9TH STREET            ",2020-03-28,"13",2794,13575
"R548","PA-PATH CHRISTOPHER ST        ",2020-03-28,"13",2757,14330
"R549","PA-PATH NEWARK                ",2020-03-28,"13",23926,67150
"R550","PA-PATH HOBOKEN               ",2020-03-28,"13",9576,67612
"R551","PA-PATH GROVE ST              ",2020-03-28,"13",8792,43579
"R552","PA-PATH JOURNAL SQUARE        ",2020-03-28,"13",19981,51876
"R555","SBS-M15 @ LIVINGSTON PLAZA    ",2020-03-28,"13",179,325
"R556","SBS-BX12 @ LIVINGSTON PLAZA   ",2020-03-28,"13",1108,3535
"R557","SBS-M34 @ LIVINGSTON PLAZA    ",2020-03-28,"13",69,114
"R558","SBS-BX41 @ LIVINGSTON PLAZA   ",2020-03-28,"13",482,864
"R559","SBS-B44 @ LIVINGSTON PLAZA    ",2020-03-28,"13",279,626
"R560","SBS-M60 @ LIVINGSTON PLAZA    ",2020-03-28,"13",312,408
"R561","SBS-M86 @ LIVINGSTON PLAZA    ",2020-03-28,"13",174,269
"R562","MTABC - EASTCHESTER 2         ",2020-03-28,"13",116,350
"R563","SBS-B46 @ LIVINGSTON PLAZA    ",2020-03-28,"13",464,1061
"R564","SBS-Q44 @ LIVINGSTON PLAZA    ",2020-03-28,"13",497,809
"R567","SBS-M23 @ LIVINGSTON PLAZA    ",2020-03-28,"13",61,131
"R568","SBS-M79 @ LIVINGSTON PLAZA    ",2020-03-28,"13",72,90
"R569","SBS-BX6 @ LIVINGSTON PLAZA    ",2020-03-28,"13",305,476
"R570","72ND STREET - 2 AVENUE        ",2020-03-28,"13",57020,188253
"R571","86TH STREET - 2 AVENUE        ",2020-03-28,"13",37281,159940
"R572","96TH STREET - 2 AVENUE        ",2020-03-28,"13",35028,115520
"R573","SBS-Q52/53 @ LIVINGSTON PLAZA ",2020-03-28,"13",457,989
"R574","SBS-B82 @ LIVINGSTON PLAZA    ",2020-03-28,"13",260,668
"R575","SBS-M14 @ LIVINGSTON PLAZA    ",2020-03-28,"13",379,
"R001","WHITEHALL STREET              ",2020-04-04,"14",15485,159904
"R003","CYPRESS HILLS                 ",2020-04-04,"14",2197,7318
"R004","75TH STREET & ELDERTS LANE    ",2020-04-04,"14",4876,17766
"R005","85TH STREET & FOREST PKWAY    ",2020-04-04,"14",4986,18107
"R006","WOODHAVEN BOULEVARD           ",2020-04-04,"14",5832,20974
"R007","104TH STREET                  ",2020-04-04,"14",3234,16102
"R008","111TH STREET                  ",2020-04-04,"14",2783,
"R009","121ST STREET                  ",2020-04-04,"14",3228,11079
"R010","42ND STREET & 8TH AVENUE      ",2020-04-04,"14",16698,204813
"R011","42ND STREET & 8TH AVENUE      ",2020-04-04,"14",42982,402718
"R012","34TH STREET & 8TH AVENUE      ",2020-04-04,"14",26593,339210
"R013","34TH STREET & 8TH AVENUE      ",2020-04-04,"14",8109,118232
"R014","FULTON STREET                 ",2020-04-04,"14",28103,358531
"R015","FIFTH AVENUE                  ",2020-04-04,"14",6023,129641
"R016","LEXINGTON AVENUE              ",2020-04-04,"14",3351,41875
"R017","LEXINGTON AVENUE              ",2020-04-04,"14",16036,184790
"R018","ROOSEVELT AVE/JACKSON HTS     ",2020-04-04,"14",53351,302688
"R019","179TH STREET & HILLSIDE AVE   ",2020-04-04,"14",22852,89582
"R020","47-50 STREETS/ROCKEFELLER     ",2020-04-04,"14",18118,348266
"R021","42ND STREET & 6TH AVENUE      ",2020-04-04,"14",16636,242500
"R022","34TH STREET & 6TH AVENUE      ",2020-04-04,"14",26743,443105
"R023","34TH STREET & 6TH AVENUE      ",2020-04-04,"14",21804,317499
"R024","SUTPHIN BOULEVARD             ",2020-04-04,"14",29592,121254
"R025","JAMAICA CENTER-PARSONS BLVD   ",2020-04-04,"14",47599,148412
"R027","WALL STREET                   ",2020-04-04,"14",7793,133028
"R028","FULTON & WILLIAM STREETS      ",2020-04-04,"14",15508,161837
"R029","PARK PLACE                    ",2020-04-04,"14",18909,270409
"R030","CHAMBERS STREET               ",2020-04-04,"14",7686,126035
"R031","34TH STREET & 7TH AVENUE      ",2020-04-04,"14",12896,209113
"R032","42ND STREET/TIMES SQUARE      ",2020-04-04,"14",15938,236464
"R033","42ND STREET/TIMES SQUARE      ",2020-04-04,"14",21942,376874
"R034","125TH STREET & BROADWAY       ",2020-04-04,"14",6451,46839
"R035","168TH STREET & BROADWAY       ",2020-04-04,"14",27552,118147
"R036","DYCKMAN STREET                ",2020-04-04,"14",10253,42748
"R037","207TH STREET                  ",2020-04-04,"14",7988,33694
"R038","215TH STREET                  ",2020-04-04,"14",1723,10244
"R039","225TH STREET                  ",2020-04-04,"14",6606,30651
"R040","231ST STREET                  ",2020-04-04,"14",10640,53505
"R041","BOWLING GREEN & BATTERY PL    ",2020-04-04,"14",10290,119513
"R042","BOWLING GREEN & BROADWAY      ",2020-04-04,"14",2445,23719
"R043","WALL STREET                   ",2020-04-04,"14",7376,106030
"R044","BROOKLYN BRIDGE               ",2020-04-04,"14",15103,179281
"R045","42ND STREET & GRAND CENTRAL   ",2020-04-04,"14",5354,135624
"R046","42ND STREET & GRAND CENTRAL   ",2020-04-04,"14",25323,428992
"R047","42ND STREET & GRAND CENTRAL   ",2020-04-04,"14",20192,236395
"R048","42ND STREET & 3RD AVENUE      ",2020-04-04,"14",6436,72728
"R049","51ST STREET & LEXINGTON AVE   ",2020-04-04,"14",8359,121706
"R050","59TH STREET & LEXINGTON AVE   ",2020-04-04,"14",8271,132409
"R051","59TH STREET & LEXINGTON AVE   ",2020-04-04,"14",21451,171849
"R052","WOODLAWN ROAD                 ",2020-04-04,"14",8590,28583
"R053","149TH STREET & 3RD AVENUE     ",2020-04-04,"14",31946,116795
"R054","FIFTH AVENUE & 42ND STREET    ",2020-04-04,"14",4414,73737
"R055","MAIN STREET                   ",2020-04-04,"14",43762,278518
"R056","NEVINS STREET                 ",2020-04-04,"14",10167,58555
"R057","BARCLAYS CENTER               ",2020-04-04,"14",33860,251188
"R058","BERGEN STREET                 ",2020-04-04,"14",1959,22180
"R059","GRAND ARMY PLAZA              ",2020-04-04,"14",4128,41856
"R060","EASTERN PARKWAY               ",2020-04-04,"14",1224,29028
"R061","NOSTRAND AVENUE               ",2020-04-04,"14",4526,23500
"R062","UTICA AVENUE                  ",2020-04-04,"14",36641,136366
"R063","SUTTER AVENUE                 ",2020-04-04,"14",11386,38074
"R064","SARATOGA AVENUE               ",2020-04-04,"14",8996,29851
"R065","ROCKAWAY AVENUE               ",2020-04-04,"14",8830,27373
"R066","JUNIUS STREET                 ",2020-04-04,"14",3866,13023
"R067","PENNSYLVANIA AVENUE           ",2020-04-04,"14",7846,25054
"R068","VAN SICLEN AVENUE             ",2020-04-04,"14",5012,15513
"R069","NEW LOTS AVENUE               ",2020-04-04,"14",10154,28853
"R070","ST GEORGE TERMINAL            ",2020-04-04,"14",5950,55480
"R072","34TH STREET - HUDSON YARDS    ",2020-04-04,"14",10519,125365
"R079","FIFTH AVENUE & 60TH STREET    ",2020-04-04,"14",5658,88775
"R080","57TH STREET & 7TH AVENUE      ",2020-04-04,"14",15686,215030
"R081","49TH STREET & 7TH AVENUE      ",2020-04-04,"14",7161,135476
"R082","28TH STREET & BROADWAY        ",2020-04-04,"14",3659,76969
