date,location,Visits/POI,Prop. devices completely at home,Time at home (mins),Median distance traveled (m)
2020-03-19,10022,2.65,0.3413,519,11247
2020-03-19,10023,3.33,0.3765,651.5,10669
2020-03-19,10024,2.67,0.3957,592,16671
2020-03-19,10025,4.71,0.3625,453,7816
2020-03-19,10026,7.64,0.4449,714.5,2200.5
2020-03-19,10027,6.99,0.418,730,2713
2020-03-19,10028,2.68,0.3599,419,8505
2020-03-19,10029,8.45,0.4405,776,1799
2020-03-19,10030,7.93,0.4593,746,2376
2020-03-19,10031,6.37,0.4387,687,3992
2020-03-19,10032,7.08,0.3965,742.5,3541
2020-03-19,10033,4.51,0.441,751.5,2334
2020-03-19,10034,5.37,0.4667,835,2178.5
2020-03-19,10035,8.92,0.4313,776,2219
2020-03-19,10036,3.61,0.3893,292,7011
2020-03-19,10037,10.99,0.4413,768,2356
2020-03-19,10038,4.93,0.4049,520,3196.5
2020-03-19,10039,12.17,0.4439,710.5,2336.5
2020-03-19,10040,5.13,0.4608,857,2392
2020-03-19,10044,11.61,0.4656,700.5,3283
2020-03-19,10065,3.97,0.3595,389,9512
2020-03-19,10069,4.83,0.4132,676.5,7483.5
2020-03-19,10075,2.76,0.3579,423.5,11282
2020-03-19,10128,3.15,0.3973,563,7309
2020-03-19,10280,5.12,0.4227,866.5,4943
2020-03-19,10282,6.94,0.3076,0,14590
2020-03-19,10301,5.58,0.4293,929,4200
2020-03-19,10302,7.28,0.424,960,3633
2020-03-19,10303,8.62,0.4209,903.5,4506.5
2020-03-19,10304,6.76,0.4406,942.5,4511.5
2020-03-19,10305,6.64,0.4385,960,4577
2020-03-19,10306,6.09,0.4435,1026,3649
2020-03-19,10307,7.37,0.4421,1109.5,4922.5
2020-03-19,10308,5.47,0.4579,1073.5,3859
2020-03-19,10309,7.84,0.4566,1125,3997.5
2020-03-19,10310,4.61,0.42,997,3150
2020-03-19,10312,6.31,0.4568,1097.5,4059
2020-03-19,10314,7.41,0.4534,1023,3522
2020-03-19,10451,12.75,0.4358,790,2202
2020-03-19,10452,10.79,0.4231,803,2656
2020-03-19,10453,10.54,0.446,828,2451
2020-03-19,10454,9.29,0.439,772.5,2228
2020-03-19,10455,9.76,0.4257,814,2210
2020-03-19,10456,13,0.4397,811,2065
2020-03-19,10457,9.72,0.452,780,2479
2020-03-19,10458,7.2,0.4125,804,3261
2020-03-19,10459,10.98,0.4173,785,2669
2020-03-19,10460,12.92,0.4353,795,2891
2020-03-19,10461,6.43,0.4542,911,3398
2020-03-19,10462,7.42,0.4606,838,3186
2020-03-19,10463,6.53,0.4208,869,2553
2020-03-19,10464,5.85,0.4029,813.5,4710
2020-03-19,10465,5.46,0.4193,863,4454
2020-03-19,10466,7.25,0.407,760,4158.5
2020-03-19,10467,9.32,0.4537,814,3593.5
2020-03-19,10468,8.43,0.4365,821,2419
2020-03-19,10469,6.87,0.3958,804.5,3564
2020-03-19,10470,5.51,0.4092,714,4475
2020-03-19,10471,5.12,0.3499,875,3785
2020-03-19,10472,10.35,0.4405,838,2857.5
2020-03-19,10473,10.98,0.4198,830,3761.5
2020-03-19,10474,8.79,0.3567,692,3204
2020-03-19,10475,7.63,0.4246,826.5,3000.5
2020-03-19,11004,5.59,0.4051,962,4098
2020-03-19,11005,15.33,0.5066,1067,4037
2020-03-19,11101,6.62,0.4527,810,2883
2020-03-19,11102,5.16,0.4527,859.5,2507.5
2020-03-19,11103,3.43,0.4572,824.5,2550.5
2020-03-19,11104,4.46,0.4578,894,2502
2020-03-19,11105,4.08,0.4544,852,2331
2020-03-19,11106,5.21,0.478,836,2395
2020-03-19,11109,8.15,0.4967,493,4173
2020-03-19,11201,4.79,0.3935,563,5564
2020-03-19,11203,7.34,0.4107,757.5,3169
2020-03-19,11204,5.55,0.4631,931,2524
2020-03-19,11205,4.52,0.3911,643,2908
2020-03-19,11206,7.03,0.4003,709,3235
2020-03-19,11207,9.11,0.4262,787,3331.5
2020-03-19,11208,9.11,0.439,852,3587.5
2020-03-19,11209,4.3,0.4873,1018.5,3036.5
2020-03-19,11210,6.88,0.4447,872.5,2964.5
2020-03-19,11211,2.89,0.3814,574,4364
2020-03-19,11212,10.07,0.4233,804.5,2954
2020-03-19,11213,6.47,0.3228,805,3791
2020-03-19,11214,8.08,0.4832,1008,2512
2020-03-19,11215,3.43,0.428,918,2801
2020-03-19,11216,5.2,0.4226,759,3199
2020-03-19,11217,4.79,0.4172,819,4224
2020-03-19,11218,5.44,0.4784,981.5,2536.5
2020-03-19,11219,4.53,0.4899,943,2202
2020-03-19,11220,6.58,0.4889,937,2529.5
2020-03-19,11221,5.74,0.441,759.5,3392.5
2020-03-19,11222,3.42,0.3908,572.5,3163.5
2020-03-19,11223,6.67,0.4497,954.5,2139.5
2020-03-19,11224,11.12,0.4227,920,2463
2020-03-19,11225,5.89,0.4284,727,3324.5
2020-03-19,11226,7.22,0.4507,810,3177
2020-03-19,11228,6.25,0.4956,1078,2016
2020-03-19,11229,6.08,0.4477,960,2535
2020-03-19,11230,6.1,0.4525,905,2848
2020-03-19,11231,3.36,0.4251,914,4210
2020-03-19,11232,5.95,0.4337,786,2748
2020-03-19,11233,8.63,0.4191,784,3642.5
2020-03-19,11234,7.08,0.4212,954.5,3178.5
2020-03-19,11235,8.27,0.4458,959.5,2188.5
2020-03-19,11236,8.72,0.4176,802,3544.5
2020-03-19,11237,4.27,0.4264,792.5,3375.5
2020-03-19,11238,3.96,0.4107,768,3440.5
2020-03-19,11239,30.88,0.432,807,4524
2020-03-19,11354,4.79,0.4507,989,2700.5
2020-03-19,11355,6.27,0.4481,942.5,2878.5
2020-03-19,11356,11.13,0.4153,949.5,3917.5
2020-03-19,11357,5.1,0.4293,1064,3214
2020-03-19,11358,4.07,0.4373,1006,3252
2020-03-19,11359,11.6,0.4318,951,4728
2020-03-19,11360,7.14,0.4151,1038,3732
2020-03-19,11361,3.86,0.4529,1111,3909
2020-03-19,11362,5.31,0.4212,963.5,5296.5
2020-03-19,11363,2.75,0.4355,1093,3682
2020-03-19,11364,5.98,0.4658,1111,4112.5
2020-03-19,11365,8.01,0.4448,1021,4349
2020-03-19,11366,3.35,0.4021,977.5,4380
2020-03-19,11367,5.92,0.4479,929,3448
2020-03-19,11368,8.76,0.4545,871,2959
2020-03-19,11369,8.15,0.4308,853,3190
2020-03-19,11370,10.02,0.4643,876,2690
2020-03-19,11372,6.06,0.4909,895.5,2774
2020-03-19,11373,9,0.4884,907,2607
2020-03-19,11374,8.02,0.4569,964,2190
2020-03-19,11375,3.95,0.4719,964.5,2954.5
2020-03-19,11377,6.41,0.4766,922,2946
2020-03-19,11378,5.74,0.4063,964,3021
2020-03-19,11379,8.13,0.435,958.5,2907.5
2020-03-19,11385,5.28,0.4204,862.5,3433.5
2020-03-19,11411,5.81,0.4041,834,4368
2020-03-19,11412,4.89,0.4178,839,4926
2020-03-19,11413,7.1,0.4205,823,4800
2020-03-19,11414,6.5,0.4065,909,3006
2020-03-19,11415,5.82,0.4221,833,2317
2020-03-19,11416,8.28,0.4767,961.5,3070
2020-03-19,11417,6.38,0.4561,965.5,3490.5
2020-03-19,11418,6.51,0.4355,894.5,4229.5
2020-03-19,11419,8.52,0.4336,879,3427
2020-03-19,11420,8.28,0.4086,901.5,4032.5
2020-03-19,11421,6.81,0.4499,883,3522
2020-03-19,11422,6.43,0.429,855,6084
2020-03-19,11423,6.37,0.4642,937,4469.5
2020-03-19,11426,5.46,0.4029,925.5,5107
2020-03-19,11427,7.65,0.4481,901,4506.5
2020-03-19,11428,4.91,0.4287,901,4719
2020-03-19,11429,4.7,0.4072,840,5130
2020-03-19,11432,7.94,0.4821,982.5,3640
2020-03-19,11433,10.33,0.4546,839,3247
2020-03-19,11434,9.21,0.4142,801,4468
2020-03-19,11435,8.71,0.4592,932,4242.5
2020-03-19,11436,8.39,0.399,837,3694
2020-03-19,11691,8.94,0.4394,834,4592
2020-03-19,11692,9.46,0.4296,801.5,5284
2020-03-19,11693,5.62,0.4435,878,3696
2020-03-19,11694,4.49,0.4632,1019,4113
2020-03-19,11697,4.43,0.399,1061,4111
2020-03-19,Bronx,8.85,0.4301,810.5,2948
2020-03-19,Brooklyn,6.16,0.4367,858,2987
2020-03-19,Manhattan,3.91,0.3908,514,6322.5
2020-03-19,NYC,5.81,0.4314,847,3394
2020-03-19,Queens,6.33,0.4459,908,3464
2020-03-19,Staten Island,6.67,0.4443,1012,3935
2020-03-20,10001,3.85,0.2868,0,16194
2020-03-20,10002,3.3,0.4358,664,2341
2020-03-20,10003,2.06,0.2138,0,45792
2020-03-20,10004,3.04,0.3395,250,11350
2020-03-20,10005,2.95,0.2832,0,26359
2020-03-20,10006,3.52,0.2753,140,12757.5
2020-03-20,10007,4.58,0.412,3.5,17465
2020-03-20,10009,3.23,0.3844,271,10914
2020-03-20,10010,2.76,0.2817,40,19358
2020-03-20,10011,2.05,0.3163,21.5,25375
2020-03-20,10012,1.24,0.2824,2.5,33962
2020-03-20,10013,2.02,0.4035,48,20424
2020-03-20,10014,1.84,0.2776,0,42662
2020-03-20,10016,2.94,0.3129,54,16555
2020-03-20,10017,2.72,0.3189,11.5,14134.5
2020-03-20,10018,2.76,0.3888,101,8257
2020-03-20,10019,2.96,0.3738,118,12936.5
2020-03-20,10020,4.27,0.2734,0,14509.5
2020-03-20,10021,2.25,0.3308,202,17760
2020-03-20,10022,2.21,0.3274,240.5,13464
2020-03-20,10023,2.87,0.34,319.5,11231
2020-03-20,10024,2.43,0.3646,271,15616
2020-03-20,10025,4.28,0.3478,291,8627
2020-03-20,10026,7.62,0.4043,666,2375
2020-03-20,10027,6.65,0.4047,578,2220
2020-03-20,10028,2.22,0.33,125,21889
2020-03-20,10029,7.84,0.4322,603,1772
2020-03-20,10030,7.85,0.4535,713,1803
2020-03-20,10031,5.91,0.4214,555.5,3966
2020-03-20,10032,6.49,0.3891,603.5,3638
2020-03-20,10033,4.45,0.3981,552.5,3598
2020-03-20,10034,4.74,0.4468,678.5,2232.5
2020-03-20,10035,8.67,0.4218,604,1718
2020-03-20,10036,2.84,0.398,100,5962
2020-03-20,10037,10.7,0.4281,592.5,1719.5
2020-03-20,10038,4.29,0.3692,317.5,4084
2020-03-20,10039,12.24,0.4322,707.5,2292.5
2020-03-20,10040,4.86,0.4465,628.5,2342.5
2020-03-20,10044,9,0.4866,274.5,2314
2020-03-20,10065,3.33,0.3168,119,14342
2020-03-20,10069,4.3,0.3771,342.5,8072.5
2020-03-20,10075,2.05,0.3435,128,24763
2020-03-20,10128,2.77,0.363,228,9277
2020-03-20,10280,4.29,0.4026,306.5,7134.5
2020-03-20,10282,6.15,0.2906,0,28013.5
2020-03-20,10301,4.99,0.4158,717,3739
2020-03-20,10302,6.09,0.4392,739,2517
2020-03-20,10303,8.37,0.4287,739,3905
2020-03-20,10304,6.11,0.4348,765,4041
2020-03-20,10305,5.88,0.4584,791,4112
2020-03-20,10306,5.01,0.4637,823,3244
2020-03-20,10307,6.72,0.4612,870.5,4172.5
2020-03-20,10308,4.87,0.47,846,3472
2020-03-20,10309,6.7,0.4684,866,4105
2020-03-20,10310,4.37,0.4152,794,2404
2020-03-20,10312,5.38,0.4715,811,3754
2020-03-20,10314,6.09,0.4695,817,3724
2020-03-20,10451,12.19,0.4305,637,2654
2020-03-20,10452,10.22,0.4025,644,2540
2020-03-20,10453,9.65,0.4413,709.5,2672
2020-03-20,10454,8.86,0.4136,555,2064.5
2020-03-20,10455,9.56,0.4116,668,2802
2020-03-20,10456,12.58,0.4234,675,2063
2020-03-20,10457,8.78,0.4283,663,2388
2020-03-20,10458,6.58,0.3983,659,3223
2020-03-20,10459,10.29,0.4068,669,2950
2020-03-20,10460,12.07,0.433,616,2965
2020-03-20,10461,5.79,0.4452,731,2847
2020-03-20,10462,6.95,0.4553,743,2647
2020-03-20,10463,5.45,0.439,710,2943
2020-03-20,10464,6.18,0.3875,661.5,4245
2020-03-20,10465,5,0.4283,636,4395
2020-03-20,10466,7.4,0.3881,579,3900
2020-03-20,10467,8.53,0.4265,661,2928.5
2020-03-20,10468,7.43,0.4403,687,3151
2020-03-20,10469,6.39,0.3889,644.5,3304.5
2020-03-20,10470,5.09,0.3801,519,3931
2020-03-20,10471,5.26,0.3762,540,3765
2020-03-20,10472,9.37,0.4456,720,2932.5
2020-03-20,10473,9.92,0.433,656,3828.5
2020-03-20,10474,7.53,0.3705,563,3208
2020-03-20,10475,6.55,0.4192,625,2826
2020-03-20,11004,4.14,0.4086,809.5,5257
2020-03-20,11005,14.67,0.5022,777,3789
2020-03-20,11101,5.56,0.4436,579,2935
2020-03-20,11102,5.41,0.4546,689.5,2415
2020-03-20,11103,3.13,0.4555,587,2355
2020-03-20,11104,3.86,0.472,731,2502.5
2020-03-20,11105,3.91,0.4528,693,2318
2020-03-20,11106,4.62,0.4649,614,2364
2020-03-20,11109,6.25,0.4966,252,4304
2020-03-20,11201,4.05,0.3781,414,7514
2020-03-20,11203,6.94,0.373,623.5,3096
2020-03-20,11204,4.56,0.4551,802,2360.5
2020-03-20,11205,3.77,0.3821,594,3049
2020-03-20,11206,6.54,0.3886,498,3203
2020-03-20,11207,8.23,0.4103,642.5,3364
2020-03-20,11208,8.22,0.44,745,3871.5
2020-03-20,11209,3.7,0.4703,813,2358.5
2020-03-20,11210,6.29,0.4425,729,2792
2020-03-20,11211,2.42,0.3424,446,3650.5
2020-03-20,11212,9.37,0.3987,663.5,2661
2020-03-20,11213,6.18,0.2982,677.5,2890
2020-03-20,11214,6.97,0.4744,788,2645
2020-03-20,11215,2.83,0.4442,608,3145
2020-03-20,11216,5.01,0.4062,612,3360
2020-03-20,11217,3.86,0.418,414,5433
2020-03-20,11218,4.41,0.4873,814,2410.5
2020-03-20,11219,3.52,0.4654,750.5,2049
2020-03-20,11220,5.29,0.4766,762.5,2291.5
2020-03-20,11221,5.43,0.4211,571,3182
2020-03-20,11222,2.88,0.3707,449.5,3175.5
2020-03-20,11223,5.45,0.4637,775,2535
2020-03-20,11224,10.06,0.4113,731,2593
2020-03-20,11225,5.52,0.4105,500,3292.5
2020-03-20,11226,6.99,0.4293,704,3072
2020-03-20,11228,4.67,0.4994,833.5,2210.5
2020-03-20,11229,4.87,0.4606,799,2510
2020-03-20,11230,4.95,0.471,740,2866
2020-03-20,11231,2.8,0.4048,691,5005
2020-03-20,11232,5.02,0.4317,602,2676
2020-03-20,11233,7.98,0.3989,637,3255
2020-03-20,11234,6.25,0.4388,792.5,2666
2020-03-20,11235,7.41,0.452,774,2011
2020-03-20,11236,7.91,0.4072,645,3614
2020-03-20,11237,3.85,0.406,604,3092.5
2020-03-20,11238,3.47,0.4045,608,3643
2020-03-20,11239,28.8,0.4211,659,2877.5
2020-03-20,11354,4.02,0.4527,819.5,2518
2020-03-20,11355,4.72,0.4618,767,3008
2020-03-20,11356,10.23,0.4462,840.5,3381.5
2020-03-20,11357,4.41,0.4302,814,2856
2020-03-20,11358,3.31,0.4235,822,3075
2020-03-20,11359,13,0.4012,784,2777
2020-03-20,11360,6.67,0.4062,831,2865
2020-03-20,11361,3.38,0.4189,859,3738.5
2020-03-20,11362,4.66,0.4373,795.5,4894.5
2020-03-20,11363,1.81,0.4267,802,3242
2020-03-20,11364,5.36,0.454,900.5,3800.5
2020-03-20,11365,6.42,0.4473,830,3806
2020-03-20,11366,2.83,0.4172,742.5,4030.5
2020-03-20,11367,4.34,0.431,694,3850
2020-03-20,11368,7.89,0.462,726,2690
2020-03-20,11369,6.99,0.4318,722,3042
2020-03-20,11370,9.74,0.4352,743,2084
2020-03-20,11372,5.26,0.497,749.5,2106
2020-03-20,11373,7.59,0.4903,762,2429
2020-03-20,11374,6.55,0.4766,775,2369
2020-03-20,11375,3.47,0.4668,780,2175.5
2020-03-20,11377,5.79,0.4828,745,2646.5
2020-03-20,11378,5.04,0.4189,752,3237
2020-03-20,11379,7.32,0.4449,756,2674
2020-03-20,11385,4.69,0.4332,692.5,2933.5
2020-03-20,11411,5.78,0.3993,687,4317
2020-03-20,11412,4.53,0.397,655,4567
2020-03-20,11413,6.62,0.3981,644,4869
2020-03-20,11414,5.9,0.4263,792.5,2670.5
2020-03-20,11415,4.48,0.4012,687.5,2550
2020-03-20,11416,8.1,0.4891,799.5,3344.5
2020-03-20,11417,5.51,0.4702,807,3278.5
2020-03-20,11418,6.32,0.411,750,3292
2020-03-20,11419,8.24,0.4304,762,3275
2020-03-20,11420,7.1,0.3848,729,3674
2020-03-20,11421,6.51,0.4387,754,4235
2020-03-20,11422,5.76,0.4028,655,5559
2020-03-20,11423,5.78,0.4528,794,4071.5
2020-03-20,11426,4.38,0.3922,810.5,4874
2020-03-20,11427,7.06,0.4418,804,5369
2020-03-20,11428,4.62,0.4279,789,4826
2020-03-20,11429,5.22,0.3779,703,4276
2020-03-20,11432,6.53,0.4898,812,3471.5
2020-03-20,11433,8.77,0.4493,753,4027
2020-03-20,11434,8.57,0.3941,693,4743
2020-03-20,11435,7.67,0.4641,806.5,3822
2020-03-20,11436,7.23,0.3953,771,3615
2020-03-20,11691,7.66,0.4339,693,4743
2020-03-20,11692,7.82,0.455,679.5,5238.5
2020-03-20,11693,4.84,0.4322,660,4590
2020-03-20,11694,3.99,0.4329,759,4069
2020-03-20,11697,3.19,0.4497,897,3009.5
2020-03-20,Bronx,8.19,0.4214,664,2876
2020-03-20,Brooklyn,5.4,0.4289,691,2925.5
2020-03-20,Manhattan,3.42,0.3704,291,7513
2020-03-20,NYC,5.14,0.4247,677,3276
2020-03-20,Queens,5.54,0.4438,748,3320
2020-03-20,Staten Island,5.78,0.4546,796,3534
2020-03-21,10001,2.15,0.3161,0,20228.5
2020-03-21,10002,2.67,0.4667,571,3595
2020-03-21,10003,1.24,0.2086,0,57659
2020-03-21,10004,1.54,0.361,253,11764
2020-03-21,10005,1.44,0.2894,0,44627
2020-03-21,10006,1.76,0.331,191.5,26545.5
2020-03-21,10007,2.72,0.3871,0,39475.5
2020-03-21,10009,2.6,0.4088,178,20822
2020-03-21,10010,1.84,0.2991,39.5,25465.5
2020-03-21,10011,1.23,0.3193,20,53515.5
2020-03-21,10012,0.76,0.244,0,52471.5
2020-03-21,10013,1.23,0.3812,0,29665
2020-03-21,10014,1.2,0.2687,0,70224
2020-03-21,10016,1.72,0.3155,0,24478
2020-03-21,10017,1.23,0.3121,4.5,15991.5
2020-03-21,10018,1.38,0.3982,227,13853
2020-03-21,10019,1.84,0.3662,49,14029
2020-03-21,10020,1.88,0.2362,0,14243
2020-03-21,10021,1.34,0.3265,64.5,45486.5
2020-03-21,10022,1.11,0.3176,76,28855.5
2020-03-21,10023,1.85,0.3462,89.5,22137
2020-03-21,10024,1.59,0.3789,130,29611
2020-03-21,10025,2.99,0.3697,137,12375
2020-03-21,10026,6.69,0.4246,560,2924
2020-03-21,10027,4.98,0.4153,499,2331
2020-03-21,10028,1.54,0.3444,101,57868
2020-03-21,10029,5.61,0.4716,656,2042
2020-03-21,10030,6.57,0.4712,603,1709
2020-03-21,10031,4.71,0.4594,564,3096
2020-03-21,10032,4.58,0.4164,596,2916
2020-03-21,10033,3.36,0.472,471,3876
2020-03-21,10034,3.5,0.4566,600.5,1997
2020-03-21,10035,6.73,0.4658,657.5,1918.5
2020-03-21,10036,1.62,0.4013,163,11258.5
2020-03-21,10037,8.78,0.4643,605,1768.5
2020-03-21,10038,2.64,0.3811,177,5825
2020-03-21,10039,10.69,0.4522,594.5,1792.5
2020-03-21,10040,3.86,0.4855,581,3187
2020-03-21,10044,7.76,0.497,454,4335
2020-03-21,10065,1.86,0.3269,8,43377
2020-03-21,10069,2.67,0.3969,81,19576.5
2020-03-21,10075,1.57,0.3463,64.5,50193.5
2020-03-21,10128,1.87,0.3625,167,26472
2020-03-21,10280,3.49,0.4245,256.5,13787
2020-03-21,10282,3.64,0.2667,0,30683.5
2020-03-21,10301,3.6,0.4745,732,2985
2020-03-21,10302,4.63,0.4889,749,2718
2020-03-21,10303,6.75,0.4812,714,3725
2020-03-21,10304,4.44,0.4974,738,2872.5
2020-03-21,10305,3.59,0.5112,799,3566
2020-03-21,10306,3.74,0.5321,725,2775
2020-03-21,10307,4.37,0.5587,832.5,3481
2020-03-21,10308,3.36,0.5392,704,3185
2020-03-21,10309,5.18,0.5558,744.5,3354.5
2020-03-21,10310,3.02,0.4852,733,2496
2020-03-21,10312,3.73,0.5289,706,3104
2020-03-21,10314,4.32,0.5382,738,2756
2020-03-21,10451,9.91,0.4804,621,2196
2020-03-21,10452,8.69,0.4748,663,2130.5
2020-03-21,10453,8.05,0.4922,679.5,2190
2020-03-21,10454,6.64,0.4533,633.5,2225.5
2020-03-21,10455,7.21,0.4649,620,2563
2020-03-21,10456,10.36,0.4705,699,1840.5
2020-03-21,10457,7.13,0.4704,679.5,2010
2020-03-21,10458,5.36,0.4586,707,2274
2020-03-21,10459,8.16,0.4742,673,2699
2020-03-21,10460,9.68,0.4816,663,2746
2020-03-21,10461,4.02,0.4974,667,2595
2020-03-21,10462,6.12,0.5058,757,1961
2020-03-21,10463,4.43,0.467,677,2415
2020-03-21,10464,4.8,0.4748,442.5,2934
2020-03-21,10465,4.21,0.4718,713.5,3359
2020-03-21,10466,6.1,0.4473,647.5,2650.5
2020-03-21,10467,7.02,0.4738,737,2681.5
2020-03-21,10468,5.79,0.488,689,2274
2020-03-21,10469,5.52,0.4298,657,2690
2020-03-21,10470,4.4,0.4571,534,3040
2020-03-21,10471,3.38,0.4004,570,4383
2020-03-21,10472,8.2,0.4766,787,2266.5
2020-03-21,10473,7.96,0.4786,637,2519
2020-03-21,10474,3.84,0.439,649,3190
2020-03-21,10475,5.02,0.4722,649.5,2613.5
2020-03-21,11004,3.6,0.472,877,3726
2020-03-21,11005,10,0.4965,573.5,4690.5
2020-03-21,11101,3.33,0.4682,511,3310
2020-03-21,11102,3.77,0.4739,613,2008
2020-03-21,11103,2.47,0.4758,569.5,1950
2020-03-21,11104,3.1,0.4887,729,2337
2020-03-21,11105,2.61,0.5134,611,1822
2020-03-21,11106,3.38,0.496,564,2081
2020-03-21,11109,4.45,0.5248,211,9124
2020-03-21,11201,2.21,0.4001,295.5,9877.5
2020-03-21,11203,5.36,0.4323,666.5,2525
2020-03-21,11204,3.67,0.5254,699.5,2221
2020-03-21,11205,2.69,0.4281,550,2749.5
2020-03-21,11206,5.15,0.4439,434,2978.5
2020-03-21,11207,6.55,0.4619,669,2606
2020-03-21,11208,6.99,0.4896,715.5,2912.5
2020-03-21,11209,2.76,0.5165,650,2437
2020-03-21,11210,5,0.5094,714,2158
2020-03-21,11211,1.7,0.3774,320,4560
2020-03-21,11212,7.37,0.4695,670.5,2467
2020-03-21,11213,4.82,0.3521,653.5,2568.5
2020-03-21,11214,5.74,0.5289,741,2057
2020-03-21,11215,1.75,0.4502,385,3200.5
2020-03-21,11216,4.1,0.449,645,2492.5
2020-03-21,11217,2.59,0.4522,363,4308.5
2020-03-21,11218,3.64,0.5293,789,2113
2020-03-21,11219,2.27,0.5241,698,2144
2020-03-21,11220,4.23,0.5277,783.5,1924.5
2020-03-21,11221,4.52,0.4728,621,2971.5
2020-03-21,11222,1.77,0.3988,360.5,3991.5
2020-03-21,11223,3.73,0.5306,681.5,2055.5
2020-03-21,11224,7.25,0.4811,668,2267
2020-03-21,11225,4.39,0.4535,535,3114
2020-03-21,11226,5.69,0.5046,707,2377
2020-03-21,11228,3.89,0.5163,729.5,1837.5
2020-03-21,11229,3.69,0.5305,743,2521
2020-03-21,11230,3.67,0.5369,625,2566
2020-03-21,11231,1.74,0.4469,466,7213
2020-03-21,11232,3.67,0.4965,676,2552
2020-03-21,11233,6.31,0.4481,594.5,3191.5
2020-03-21,11234,4.33,0.5056,747.5,2370.5
2020-03-21,11235,5.58,0.5248,714.5,1822
2020-03-21,11236,6.56,0.4676,735.5,2644
2020-03-21,11237,3.11,0.4732,611.5,2687.5
2020-03-21,11238,2.43,0.433,584,3961
2020-03-21,11239,24.48,0.4707,547,2613.5
2020-03-21,11354,3,0.5071,845,2241.5
2020-03-21,11355,4.6,0.5035,793,2502.5
2020-03-21,11356,8.47,0.5004,848,3088
2020-03-21,11357,3.4,0.4993,758,2766
2020-03-21,11358,2.52,0.4949,834,2757
2020-03-21,11359,3.8,0.4343,695,2643
2020-03-21,11360,4.32,0.5006,780,2619
2020-03-21,11361,2.53,0.5019,861,3626.5
2020-03-21,11362,4.02,0.4939,839.5,3816
2020-03-21,11363,1.56,0.4807,908,3086
2020-03-21,11364,4.1,0.5493,927,3409
2020-03-21,11365,4.82,0.5025,859.5,3585
2020-03-21,11366,1.93,0.482,689,4190
2020-03-21,11367,2.99,0.5253,742,3753
2020-03-21,11368,6.45,0.5274,729,1932
2020-03-21,11369,5.34,0.4955,700,2646
2020-03-21,11370,6.65,0.5166,637,1941
2020-03-21,11372,4.51,0.5507,762.5,1715
2020-03-21,11373,5.97,0.5421,751,2006
2020-03-21,11374,4.74,0.5017,735,2189
2020-03-21,11375,2.33,0.5055,711,2077.5
2020-03-21,11377,4.81,0.5246,744,2155
2020-03-21,11378,3,0.4879,763,2378
2020-03-21,11379,5.34,0.5069,761,2177
2020-03-21,11385,3.51,0.5088,682.5,1908.5
2020-03-21,11411,4.26,0.452,785,3662
2020-03-21,11412,3.92,0.4392,680,3984
2020-03-21,11413,4.86,0.46,691,3995
2020-03-21,11414,4.51,0.5087,699,2079.5
2020-03-21,11415,3.48,0.4677,651.5,1611
2020-03-21,11416,6.31,0.5437,863,2194.5
2020-03-21,11417,4.73,0.528,833,2477
2020-03-21,11418,4.66,0.4824,785.5,2636
2020-03-21,11419,7.55,0.4908,836,2323
2020-03-21,11420,6.4,0.4573,804.5,2760
2020-03-21,11421,5.56,0.5119,744,2629
2020-03-21,11422,5.25,0.4634,693,4680
2020-03-21,11423,4.56,0.5169,806,3866.5
2020-03-21,11426,3.4,0.4743,853.5,3592
2020-03-21,11427,5.84,0.5231,834.5,3781.5
2020-03-21,11428,4.11,0.4998,832,3612
2020-03-21,11429,3.74,0.429,778,4611
2020-03-21,11432,5.36,0.5426,910,3222
2020-03-21,11433,7.68,0.4979,787,3184
2020-03-21,11434,6.66,0.4576,719,3529
2020-03-21,11435,6.32,0.5195,814,2771
2020-03-21,11436,5.87,0.4432,810,3150
2020-03-21,11691,6.25,0.4913,529,3093
2020-03-21,11692,6.41,0.5188,731.5,3770.5
2020-03-21,11693,4.08,0.4914,588,3615
2020-03-21,11694,3.33,0.537,744,1465
2020-03-21,11697,2.67,0.4674,683,6816
2020-03-21,Bronx,6.57,0.4712,677.5,2473
2020-03-21,Brooklyn,4.1,0.4848,656,2554
2020-03-21,Manhattan,2.27,0.3839,180,12001
2020-03-21,NYC,3.85,0.4741,651,2895
2020-03-21,Queens,4.32,0.502,755,2790.5
2020-03-21,Staten Island,4.14,0.5196,735,2946
2020-03-22,10001,2.35,0.3333,2.5,18484
2020-03-22,10002,2.63,0.493,646,3557
2020-03-22,10003,1.42,0.2102,0,50133
2020-03-22,10004,1.5,0.3701,219,15196
2020-03-22,10005,1.54,0.3118,0,49443
2020-03-22,10006,1.85,0.2911,109.5,15300.5
2020-03-22,10007,2.62,0.3915,0,23411
2020-03-22,10009,2.4,0.4056,303,21393
2020-03-22,10010,1.78,0.3046,31,30927.5
2020-03-22,10011,1.3,0.3446,90.5,56521
2020-03-22,10012,0.79,0.2884,0,36951.5
2020-03-22,10013,1.29,0.3988,20,23222
2020-03-22,10014,0.96,0.2677,0,58563
2020-03-22,10016,1.81,0.3122,6,29603
2020-03-22,10017,1.36,0.3111,82.5,20871
2020-03-22,10018,1.37,0.4192,102,10545
2020-03-22,10019,1.84,0.3891,122.5,14779.5
2020-03-22,10020,1.53,0.271,0,15605.5
