date,location,Visits/POI,Prop. devices completely at home,Time at home (mins),Median distance traveled (m)
2020-03-29,11235,4.87,0.6099,1369,1447
2020-03-29,11236,4.52,0.581,1222.5,2475
2020-03-29,11237,2.37,0.5476,1108.5,2739
2020-03-29,11238,1.95,0.4801,1050,3680
2020-03-29,11239,23.17,0.5838,1320,3289
2020-03-29,11354,2.8,0.6151,1408,1536.5
2020-03-29,11355,3.29,0.5883,1357.5,1974
2020-03-29,11356,7.37,0.6172,1438,2664
2020-03-29,11357,2.92,0.6115,1438,1899
2020-03-29,11358,2.05,0.6238,1438,2428
2020-03-29,11359,3,0.5987,1414,2827
2020-03-29,11360,4.8,0.5777,1432,2049
2020-03-29,11361,2.13,0.6071,1438,2306
2020-03-29,11362,3.46,0.5881,1426,2185
2020-03-29,11363,1.47,0.5996,1438,2116
2020-03-29,11364,3.84,0.6298,1438,2469.5
2020-03-29,11365,4.15,0.6314,1396,2793
2020-03-29,11366,1.96,0.568,1385.5,3260
2020-03-29,11367,3.58,0.5653,1295,2617
2020-03-29,11368,4.79,0.638,1333,1279
2020-03-29,11369,4.65,0.6576,1363,2123
2020-03-29,11370,5.08,0.6283,1377,1719
2020-03-29,11372,2.9,0.6656,1385.5,1118
2020-03-29,11373,4.49,0.6536,1391,1300
2020-03-29,11374,4.92,0.6074,1374,1185
2020-03-29,11375,2.9,0.5923,1378,1362.5
2020-03-29,11377,3.14,0.6433,1362,1953
2020-03-29,11378,2.16,0.5801,1401,2381
2020-03-29,11379,5.48,0.611,1412,1966
2020-03-29,11385,2.81,0.5792,1351,1597.5
2020-03-29,11411,3.43,0.5689,1312,3248
2020-03-29,11412,2.78,0.5751,1150,3361
2020-03-29,11413,3.77,0.564,1195,3848
2020-03-29,11414,3.6,0.6004,1382.5,1435
2020-03-29,11415,2.86,0.5123,1293.5,2288.5
2020-03-29,11416,4.93,0.6685,1429.5,1538.5
2020-03-29,11417,3.49,0.6323,1438,1598
2020-03-29,11418,3.53,0.5935,1359.5,2273
2020-03-29,11419,4.89,0.6293,1363,1913
2020-03-29,11420,4.17,0.6012,1359,2194.5
2020-03-29,11421,3.18,0.6346,1347,1972
2020-03-29,11422,3.55,0.5673,1209,3371
2020-03-29,11423,3.73,0.6255,1372.5,2661
2020-03-29,11426,2.53,0.5844,1378.5,2507.5
2020-03-29,11427,5.17,0.6379,1396,2844
2020-03-29,11428,2.55,0.6292,1343,2539
2020-03-29,11429,2.86,0.554,1284,3248
2020-03-29,11432,3.92,0.6362,1376.5,1774.5
2020-03-29,11433,5.64,0.6136,1219,2255
2020-03-29,11434,5.16,0.5793,1206,3469
2020-03-29,11435,4.45,0.631,1357.5,2186.5
2020-03-29,11436,5.9,0.5937,1284,3421
2020-03-29,11691,5.45,0.5737,1121,3227
2020-03-29,11692,6.03,0.6043,1203.5,3841
2020-03-29,11693,3.62,0.5964,1325.5,2966
2020-03-29,11694,2.86,0.6427,1438,1963
2020-03-29,11697,1.45,0.695,1423,4649
2020-03-29,Bronx,5.24,0.5671,1161.5,2072
2020-03-29,Brooklyn,3.47,0.5682,1212,2199
2020-03-29,Manhattan,1.93,0.4406,457,17297
2020-03-29,NYC,3.22,0.5641,1199,2510
2020-03-29,Queens,3.44,0.6102,1353.5,2173.5
2020-03-29,Staten Island,3.66,0.6192,1433,2356.5
2020-03-30,10001,3.04,0.3178,0,42371
2020-03-30,10002,2.81,0.5036,904,3236
2020-03-30,10003,1.53,0.2217,0,57750
2020-03-30,10004,2.33,0.3863,0,28827
2020-03-30,10005,2.13,0.3373,0,48093
2020-03-30,10006,2.31,0.3062,0,21028.5
2020-03-30,10007,6.11,0.3705,0,28481
2020-03-30,10009,2.59,0.4083,227,27792
2020-03-30,10010,2.22,0.3132,0,38603
2020-03-30,10011,1.52,0.3595,7,55272
2020-03-30,10012,0.89,0.3003,0,53317.5
2020-03-30,10013,1.94,0.3808,0,31603
2020-03-30,10014,1.09,0.3086,0,65750
2020-03-30,10016,2.54,0.3422,0,38935
2020-03-30,10017,1.79,0.3456,4,33054.5
2020-03-30,10018,1.95,0.4174,98,12004
2020-03-30,10019,2.34,0.3793,38.5,15696
2020-03-30,10020,1.9,0.2442,0,15096
2020-03-30,10021,2.01,0.3679,137.5,48513.5
2020-03-30,10022,1.45,0.3716,212.5,31003
2020-03-30,10023,2.27,0.3828,232,54772.5
2020-03-30,10024,1.8,0.4056,392,65529
2020-03-30,10025,3.35,0.3877,198,15839
2020-03-30,10026,5.73,0.489,835.5,3223
2020-03-30,10027,4.82,0.4721,841,2500
2020-03-30,10028,1.79,0.3668,40,64931
2020-03-30,10029,6.35,0.5192,882,2088
2020-03-30,10030,5.9,0.5256,838,1884
2020-03-30,10031,4.47,0.5131,841.5,4482
2020-03-30,10032,5.42,0.4596,777.5,3393
2020-03-30,10033,2.95,0.5163,860,3671
2020-03-30,10034,3.93,0.502,1029,3123
2020-03-30,10035,6.21,0.5322,894.5,2104
2020-03-30,10036,1.95,0.4133,21,11180
2020-03-30,10037,8.52,0.5266,870.5,2011
2020-03-30,10038,2.78,0.4055,760.5,6424.5
2020-03-30,10039,9.82,0.5149,864.5,1949.5
2020-03-30,10040,3.42,0.5314,928.5,5025
2020-03-30,10044,7.16,0.505,510.5,3523.5
2020-03-30,10065,2.27,0.3784,116,28935
2020-03-30,10069,2.59,0.4307,238.5,27235.5
2020-03-30,10075,2.05,0.3727,38,81473.5
2020-03-30,10128,2.27,0.3862,59,26193
2020-03-30,10280,3.22,0.4253,1043.5,17926
2020-03-30,10282,3.8,0.3046,0,29664.5
2020-03-30,10301,3.94,0.5372,1159,3162
2020-03-30,10302,4.52,0.546,1279,2775
2020-03-30,10303,6.45,0.5375,1155,3698.5
2020-03-30,10304,4.78,0.5411,1218.5,3405
2020-03-30,10305,4.69,0.5648,1276,3740
2020-03-30,10306,3.67,0.584,1323,3038
2020-03-30,10307,4.56,0.6176,1397,2633.5
2020-03-30,10308,3.79,0.6027,1353.5,3088.5
2020-03-30,10309,5.43,0.6156,1415.5,3760.5
2020-03-30,10310,3.73,0.5481,1279,2549
2020-03-30,10312,4.32,0.6024,1365,3320
2020-03-30,10314,4.74,0.572,1307,2768
2020-03-30,10451,9.11,0.5059,888,1936
2020-03-30,10452,8.72,0.5095,932,2228
2020-03-30,10453,7.72,0.5373,964,2231
2020-03-30,10454,7.21,0.4858,903,2675
2020-03-30,10455,7.56,0.5015,876,2360
2020-03-30,10456,11.25,0.5208,962,1886
2020-03-30,10457,7.43,0.5201,928.5,2417.5
2020-03-30,10458,5.48,0.4797,937,2429
2020-03-30,10459,8.62,0.5254,916,2772
2020-03-30,10460,10.25,0.5172,972,2848
2020-03-30,10461,4.77,0.5372,1106,2938
2020-03-30,10462,5.64,0.5515,1146,2423
2020-03-30,10463,4.66,0.5039,1085,1874
2020-03-30,10464,4.45,0.5066,1065.5,2926.5
2020-03-30,10465,4.62,0.4988,1073,3470
2020-03-30,10466,6.26,0.492,858.5,3569
2020-03-30,10467,7.49,0.5212,895,2808.5
2020-03-30,10468,5.85,0.5364,976,2255
2020-03-30,10469,5.42,0.4648,953.5,2964.5
2020-03-30,10470,4.96,0.5017,798,3211
2020-03-30,10471,3.93,0.4276,1043.5,3835
2020-03-30,10472,8.38,0.5488,1112.5,2207.5
2020-03-30,10473,7.9,0.5142,982,2601
2020-03-30,10474,7.34,0.4597,819,3138
2020-03-30,10475,5.54,0.4983,984.5,2746.5
2020-03-30,11004,4.62,0.5517,1332.5,2983.5
2020-03-30,11005,13.4,0.5853,1216,4703.5
2020-03-30,11101,4.05,0.5222,925,3742
2020-03-30,11102,3.33,0.5125,909,1765
2020-03-30,11103,2.18,0.5361,950,2755.5
2020-03-30,11104,3.22,0.5909,1145,2393.5
2020-03-30,11105,2.85,0.5648,1167,1782
2020-03-30,11106,3.29,0.5522,907.5,2472
2020-03-30,11109,5.58,0.5068,298,4284
2020-03-30,11201,3.01,0.4244,617,14081.5
2020-03-30,11203,5.83,0.4876,904,3020.5
2020-03-30,11204,3.97,0.5846,1245.5,2141.5
2020-03-30,11205,3.26,0.4429,765,2935
2020-03-30,11206,6.15,0.4596,799,2991
2020-03-30,11207,6.87,0.5129,902,3114
2020-03-30,11208,6.98,0.5476,1044.5,3215
2020-03-30,11209,3.13,0.5786,1246.5,2440
2020-03-30,11210,5.1,0.5577,1027,2529
2020-03-30,11211,1.96,0.406,669,4912.5
2020-03-30,11212,8.1,0.514,939.5,2332
2020-03-30,11213,5.11,0.3847,858,3146
2020-03-30,11214,5.55,0.6048,1327,1981
2020-03-30,11215,2.24,0.4791,965.5,3775.5
2020-03-30,11216,3.77,0.4993,855,2925
2020-03-30,11217,3.06,0.4693,729.5,5312
2020-03-30,11218,3.73,0.5741,1172,2093.5
2020-03-30,11219,3.39,0.5599,1164,1642
2020-03-30,11220,4.26,0.5839,1182,1985
2020-03-30,11221,4.23,0.4989,859.5,3481
2020-03-30,11222,2.11,0.4058,711.5,3428.5
2020-03-30,11223,4.5,0.57,1234.5,2041
2020-03-30,11224,8.07,0.5114,1092,2097.5
2020-03-30,11225,4.5,0.5033,781.5,3058.5
2020-03-30,11226,5.09,0.5274,916,2813
2020-03-30,11228,4.81,0.6164,1376,2022
2020-03-30,11229,4.09,0.5717,1280,2520
2020-03-30,11230,4.38,0.5713,1187.5,2353.5
2020-03-30,11231,2.29,0.5031,1003,4190.5
2020-03-30,11232,3.97,0.5332,951,2254
2020-03-30,11233,6.69,0.5059,872,3066
2020-03-30,11234,4.92,0.5512,1253,2637
2020-03-30,11235,5.95,0.5628,1259.5,2041.5
2020-03-30,11236,6.45,0.5155,995,2907.5
2020-03-30,11237,3.18,0.5022,946,3511.5
2020-03-30,11238,2.61,0.4622,836,4810
2020-03-30,11239,22.82,0.5286,1046.5,2659
2020-03-30,11354,3.78,0.5768,1307.5,2133.5
2020-03-30,11355,4.45,0.574,1227,2073.5
2020-03-30,11356,9.24,0.5394,1320.5,3421.5
2020-03-30,11357,3.88,0.5582,1355,2469
2020-03-30,11358,2.86,0.5622,1343,2561
2020-03-30,11359,17.6,0.5222,1319,3245
2020-03-30,11360,4.97,0.5169,1315,2526
2020-03-30,11361,2.8,0.5662,1337,3135
2020-03-30,11362,4.15,0.5517,1301.5,3480
2020-03-30,11363,1.65,0.5996,1329,3079
2020-03-30,11364,4.98,0.5903,1393,2679
2020-03-30,11365,5.64,0.5636,1299.5,3392.5
2020-03-30,11366,2.65,0.5237,1293.5,3129.5
2020-03-30,11367,4.17,0.5276,1141,3052
2020-03-30,11368,5.89,0.5878,1177,1877
2020-03-30,11369,5.55,0.586,1177,3102
2020-03-30,11370,6.73,0.5947,1183,1820
2020-03-30,11372,3.36,0.6349,1283,1937
2020-03-30,11373,5.55,0.6137,1279,1549
2020-03-30,11374,5.68,0.5781,1233,1549
2020-03-30,11375,3.36,0.5644,1207,1761
2020-03-30,11377,4.18,0.603,1273,2412
2020-03-30,11378,3.7,0.5448,1279,2595
2020-03-30,11379,5.99,0.5576,1324,2417
2020-03-30,11385,3.54,0.5484,1185.5,2839
2020-03-30,11411,3.84,0.5224,988,4261
2020-03-30,11412,3.94,0.531,948,3810
2020-03-30,11413,5.48,0.5264,985,4590
2020-03-30,11414,4.61,0.5438,1223,2281.5
2020-03-30,11415,4.11,0.5143,1125.5,4243.5
2020-03-30,11416,5.47,0.6381,1291,2436
2020-03-30,11417,4.51,0.5995,1305,2764
2020-03-30,11418,4.91,0.5634,1184.5,3452
2020-03-30,11419,5.27,0.5588,1195,2836
2020-03-30,11420,5.46,0.537,1193,3453.5
2020-03-30,11421,4.09,0.5633,1160,2340
2020-03-30,11422,4.31,0.5384,1035,5759
2020-03-30,11423,4.96,0.5895,1202.5,3307.5
2020-03-30,11426,2.88,0.5427,1191,3864
2020-03-30,11427,6.77,0.574,1192,3588.5
2020-03-30,11428,3.23,0.565,1188,3612
2020-03-30,11429,3.67,0.4949,1043,4261
2020-03-30,11432,5.06,0.6139,1242,2962
2020-03-30,11433,7.36,0.5612,1111,2414
2020-03-30,11434,6.79,0.5067,949,4074
2020-03-30,11435,5.79,0.5853,1179.5,2871
2020-03-30,11436,7.43,0.5145,1129,3419
2020-03-30,11691,6.81,0.5214,922,3062
2020-03-30,11692,8.26,0.5432,961,4698
2020-03-30,11693,4.92,0.5406,911.5,3555.5
2020-03-30,11694,3.3,0.5429,1188,3961
2020-03-30,11697,1.65,0.5817,1365,3057
2020-03-30,Bronx,6.88,0.5119,962,2594
2020-03-30,Brooklyn,4.45,0.5289,1031,2691
2020-03-30,Manhattan,2.72,0.4156,321.5,15022
2020-03-30,NYC,4.21,0.5223,1014,3051.5
2020-03-30,Queens,4.42,0.5647,1191,2845.5
2020-03-30,Staten Island,4.5,0.5762,1311,3111
2020-03-31,10001,2.95,0.3335,0,26080
2020-03-31,10002,2.7,0.5175,957,4874
2020-03-31,10003,1.46,0.2458,0,57991
2020-03-31,10004,2.17,0.375,0,27170
2020-03-31,10005,1.96,0.3107,0,45165
2020-03-31,10006,2.33,0.3141,0,35046.5
2020-03-31,10007,5.56,0.3834,0,24997
2020-03-31,10009,2.5,0.4154,279.5,27002
2020-03-31,10010,2,0.3209,0,45843
2020-03-31,10011,1.45,0.3629,15,57991
2020-03-31,10012,0.92,0.2931,0,52504.5
2020-03-31,10013,1.8,0.3942,0,29677
2020-03-31,10014,1.03,0.3252,7.5,51934
2020-03-31,10016,2.47,0.3449,0,41555
2020-03-31,10017,1.67,0.3485,16,33124.5
2020-03-31,10018,1.96,0.4207,41,12158
2020-03-31,10019,2.01,0.3976,66,14344.5
2020-03-31,10020,1.6,0.3291,0,14685.5
2020-03-31,10021,1.92,0.3699,203,59386.5
2020-03-31,10022,1.44,0.3574,195,31922
2020-03-31,10023,2.11,0.3754,147,41025
2020-03-31,10024,1.76,0.4092,413,49211
2020-03-31,10025,3.23,0.3844,445,13921
2020-03-31,10026,5.4,0.4699,859.5,2970.5
2020-03-31,10027,4.43,0.4643,826,2910
2020-03-31,10028,1.73,0.3704,114,58151
2020-03-31,10029,6.19,0.5207,865,1920
2020-03-31,10030,5.72,0.5342,833,2498
2020-03-31,10031,4.23,0.5076,787,3994
2020-03-31,10032,5.19,0.4516,786,4055.5
2020-03-31,10033,2.92,0.4836,821,2928
2020-03-31,10034,3.76,0.5056,858.5,1908
2020-03-31,10035,6.3,0.5384,879.5,1893
2020-03-31,10036,2.09,0.4354,101,11575
2020-03-31,10037,8.13,0.5395,861.5,2060
2020-03-31,10038,2.71,0.4087,875,5964
2020-03-31,10039,10.07,0.5298,836,1973.5
2020-03-31,10040,3.45,0.5254,847,3143
2020-03-31,10044,7.64,0.527,710.5,5504
2020-03-31,10065,2.22,0.3721,125,36785
2020-03-31,10069,2.83,0.4078,308,15988
2020-03-31,10075,1.9,0.3757,46.5,72816
2020-03-31,10128,2.31,0.3913,139,34114
2020-03-31,10280,3.31,0.4497,1110,24568
2020-03-31,10282,3.37,0.3289,0,40487.5
2020-03-31,10301,4.03,0.5356,1184,3182
2020-03-31,10302,4.82,0.5632,1312,2821
2020-03-31,10303,6.15,0.5552,1206.5,3696.5
2020-03-31,10304,4.78,0.5448,1213,3287.5
2020-03-31,10305,4.99,0.5919,1321,3498
2020-03-31,10306,3.82,0.583,1355,3076
2020-03-31,10307,4.99,0.6032,1395,3030.5
2020-03-31,10308,3.69,0.5984,1370,3190
2020-03-31,10309,5.17,0.6038,1432.5,3144
2020-03-31,10310,3.49,0.5403,1278,2692
2020-03-31,10312,4.41,0.5939,1402,3015.5
2020-03-31,10314,4.93,0.574,1343,2996
2020-03-31,10451,8.87,0.5445,924,2272
2020-03-31,10452,7.97,0.5408,1043,2118
2020-03-31,10453,7.11,0.5511,979.5,1984
2020-03-31,10454,7.16,0.5076,910.5,2448.5
2020-03-31,10455,7.18,0.5027,926,2386
2020-03-31,10456,10.33,0.5372,940,1860
2020-03-31,10457,7.38,0.5295,891,2159.5
2020-03-31,10458,5.31,0.4856,936,2440
2020-03-31,10459,8,0.5262,905,2608
2020-03-31,10460,9.8,0.5233,919,2765
2020-03-31,10461,4.98,0.552,1033,3117
2020-03-31,10462,5.21,0.5654,1096,2568
2020-03-31,10463,4.68,0.5184,1066,1889
2020-03-31,10464,4.63,0.5467,989.5,2606.5
2020-03-31,10465,4.65,0.5228,1223,3520.5
2020-03-31,10466,5.67,0.4823,893,3402
2020-03-31,10467,7.09,0.5325,1021,2988.5
2020-03-31,10468,5.71,0.5413,1044,2208
2020-03-31,10469,5.45,0.4595,935.5,2905
2020-03-31,10470,4.57,0.49,900,3372
2020-03-31,10471,3.86,0.4447,1167.5,3576
2020-03-31,10472,7.72,0.5509,1115,2298
2020-03-31,10473,8.01,0.537,956.5,2843
2020-03-31,10474,6.65,0.4648,834,3716
2020-03-31,10475,5.81,0.5144,988,2416.5
2020-03-31,11004,3.95,0.5618,1331,3234.5
2020-03-31,11005,14.8,0.5647,1256.5,3351
2020-03-31,11101,3.9,0.5377,982,3851
2020-03-31,11102,3.33,0.5195,1032,2024.5
2020-03-31,11103,2.32,0.5425,992.5,3033
2020-03-31,11104,2.75,0.5938,1132,3153
2020-03-31,11105,3,0.5643,1177,2388
2020-03-31,11106,3.33,0.5527,935,2899
2020-03-31,11109,5.21,0.5257,343,5172
2020-03-31,11201,2.81,0.4337,658,16445
2020-03-31,11203,5.66,0.5048,970.5,3184
2020-03-31,11204,3.76,0.5893,1279,2191
2020-03-31,11205,3.21,0.4728,661,3123
2020-03-31,11206,5.61,0.4702,856.5,3310
2020-03-31,11207,6.48,0.5215,911.5,3196
2020-03-31,11208,6.69,0.5565,1079,2994.5
2020-03-31,11209,3.16,0.5894,1304.5,2307
2020-03-31,11210,4.98,0.5391,1033,2357
2020-03-31,11211,1.93,0.4066,722,4536.5
2020-03-31,11212,7.82,0.5182,941.5,2422
2020-03-31,11213,4.68,0.3797,921,3401
2020-03-31,11214,5.29,0.6097,1348,2146
2020-03-31,11215,2.16,0.4876,999,3435
2020-03-31,11216,3.51,0.5069,879,3152
2020-03-31,11217,2.83,0.4902,823.5,5689
2020-03-31,11218,3.76,0.5891,1192,2541
2020-03-31,11219,3.27,0.5812,1196,1973
2020-03-31,11220,3.92,0.5911,1212.5,1820
2020-03-31,11221,4.05,0.5179,939,3543.5
2020-03-31,11222,2.06,0.4582,803,6000
2020-03-31,11223,4.28,0.5822,1298,2228
2020-03-31,11224,8.44,0.5072,1006,1776
2020-03-31,11225,4.17,0.492,888.5,3403.5
2020-03-31,11226,4.82,0.532,937,3570
2020-03-31,11228,4.24,0.6211,1436.5,2046
2020-03-31,11229,4.03,0.5664,1341,2447
2020-03-31,11230,4.37,0.5727,1189.5,2225
2020-03-31,11231,2.42,0.4972,1074,4704
2020-03-31,11232,4.03,0.5311,930,2647
2020-03-31,11233,6.16,0.524,925.5,3397
2020-03-31,11234,4.79,0.5629,1310.5,2367.5
2020-03-31,11235,5.75,0.563,1302,2054
2020-03-31,11236,6.29,0.5278,1001.5,3107.5
2020-03-31,11237,2.94,0.5253,903.5,3196.5
2020-03-31,11238,2.54,0.4895,788,3753
2020-03-31,11239,21.72,0.5207,911,2467.5
2020-03-31,11354,3.42,0.5639,1317,1812.5
2020-03-31,11355,4.09,0.5656,1310,2259
2020-03-31,11356,7.85,0.5511,1322,2583
2020-03-31,11357,3.81,0.5627,1387,2461
2020-03-31,11358,2.71,0.5637,1361,2503
2020-03-31,11359,13,0.5031,1283,2919
2020-03-31,11360,4.94,0.5156,1346,2447
2020-03-31,11361,2.51,0.5519,1370.5,2798
2020-03-31,11362,4.01,0.5402,1259,4102.5
2020-03-31,11363,1.65,0.5397,1385,2707
2020-03-31,11364,4.74,0.5841,1412,3182
2020-03-31,11365,5.28,0.5879,1338.5,3287
2020-03-31,11366,2.48,0.5428,1303,4177
2020-03-31,11367,4.14,0.5453,1209,3645
2020-03-31,11368,5.88,0.6001,1177,1801
2020-03-31,11369,5.35,0.5957,1194,2376
2020-03-31,11370,7.26,0.5825,1221,1897
2020-03-31,11372,3.26,0.6392,1262.5,1934.5
2020-03-31,11373,5.3,0.6193,1293,1570
2020-03-31,11374,5.26,0.5683,1278,1546
2020-03-31,11375,3.4,0.5567,1308.5,1416
2020-03-31,11377,3.73,0.6121,1299,2257
2020-03-31,11378,4.03,0.523,1303,3185
2020-03-31,11379,5.84,0.5653,1310,2327
2020-03-31,11385,3.45,0.5586,1163.5,2884
2020-03-31,11411,4.12,0.5219,1072,4186
2020-03-31,11412,3.53,0.5239,982,4106
2020-03-31,11413,5.5,0.5174,1019,4815
2020-03-31,11414,4.41,0.5425,1292.5,2430
2020-03-31,11415,3.98,0.5368,1024.5,2614.5
2020-03-31,11416,4.9,0.6399,1313,2853
2020-03-31,11417,4.08,0.59,1340,2481.5
2020-03-31,11418,4.71,0.5714,1194.5,3648.5
2020-03-31,11419,4.81,0.5607,1214,3077
2020-03-31,11420,4.84,0.5185,1201.5,3388
2020-03-31,11421,4.18,0.569,1164,2578
2020-03-31,11422,4.01,0.5467,1037,4960
2020-03-31,11423,4.51,0.5843,1173,3849.5
2020-03-31,11426,2.78,0.5444,1240,4468.5
2020-03-31,11427,6.9,0.5761,1261,3854.5
2020-03-31,11428,3.29,0.5691,1249,4094
2020-03-31,11429,3.45,0.5141,1149,4439
2020-03-31,11432,4.84,0.6062,1310,3151.5
2020-03-31,11433,7.46,0.5752,1003,2925
2020-03-31,11434,6.4,0.5091,963,4019.5
2020-03-31,11435,5.47,0.5907,1241.5,3032.5
2020-03-31,11436,7.38,0.5282,1111,3774
2020-03-31,11691,6.64,0.527,923,4160
2020-03-31,11692,7.49,0.5367,981.5,4652
2020-03-31,11693,4.44,0.5103,941,3609.5
2020-03-31,11694,3.38,0.5481,1341,1625
2020-03-31,11697,1.55,0.57,1349.5,3100
2020-03-31,Bronx,6.6,0.523,985,2557
2020-03-31,Brooklyn,4.27,0.5367,1055,2775
2020-03-31,Manhattan,2.62,0.4195,390,14429
2020-03-31,NYC,4.05,0.5275,1037,3084
2020-03-31,Queens,4.23,0.5665,1220,2866
2020-03-31,Staten Island,4.57,0.5765,1342,3058.5
2020-04-01,10001,3,0.375,224,10589
2020-04-01,10002,2.99,0.5308,872,2272
2020-04-01,10003,1.49,0.3101,3,61236.5
2020-04-01,10004,2.32,0.4621,355,17074
2020-04-01,10005,2.18,0.4251,42,44623
2020-04-01,10006,2.44,0.4124,59,14262.5
2020-04-01,10007,5.84,0.5916,153.5,13070.5
2020-04-01,10009,2.93,0.4557,497.5,13590.5
2020-04-01,10010,2.21,0.3761,262,25814
2020-04-01,10011,1.38,0.439,289,32492
2020-04-01,10012,0.93,0.4071,209,36541
2020-04-01,10013,1.7,0.5823,260,17588
2020-04-01,10014,1.13,0.3857,226,24501
2020-04-01,10016,2.6,0.4143,388,23895
2020-04-01,10017,1.88,0.4455,525,9403.5
2020-04-01,10018,1.96,0.5016,332.5,5366
2020-04-01,10019,2.29,0.4204,646,7587
2020-04-01,10020,2.1,0.4209,262,8914
2020-04-01,10021,2.03,0.3912,415,24815
2020-04-01,10022,1.5,0.4294,562.5,8537.5
2020-04-01,10023,2.23,0.4503,601,21297
2020-04-01,10024,1.94,0.3907,585,21261
2020-04-01,10025,3.5,0.4696,575,6527
2020-04-01,10026,5.51,0.4575,961.5,2197.5
2020-04-01,10027,4.98,0.5221,879,2127
2020-04-01,10028,1.84,0.4373,516,53998
2020-04-01,10029,6.69,0.5347,898,1386
2020-04-01,10030,6.45,0.5665,921,1601
2020-04-01,10031,4.7,0.556,879,3058.5
2020-04-01,10032,5.42,0.5516,957,2488.5
2020-04-01,10033,2.9,0.5672,912.5,2925.5
2020-04-01,10034,4.02,0.5561,1034.5,1450
2020-04-01,10035,7.03,0.559,1014,1314
2020-04-01,10036,1.86,0.5376,348,5422
2020-04-01,10037,9.01,0.5767,921.5,1553.5
2020-04-01,10038,2.88,0.5262,813.5,2746.5
2020-04-01,10039,9.46,0.5821,951,1704
2020-04-01,10040,3.7,0.5746,1055,1888.5
2020-04-01,10044,8.22,0.5935,934.5,1735
2020-04-01,10065,2.53,0.3217,358,10701.5
2020-04-01,10069,3.66,0.4764,854,8225
2020-04-01,10075,1.98,0.4348,614,54144.5
2020-04-01,10128,2.47,0.4401,577,10791
2020-04-01,10280,3.75,0.5234,1115,21180.5
2020-04-01,10282,3.57,0.4046,116,69447
2020-04-01,10301,4.08,0.5539,1143,2908
2020-04-01,10302,4.85,0.5617,1267,2698
2020-04-01,10303,7.36,0.5602,1194,3440.5
2020-04-01,10304,4.9,0.5734,1273,3244.5
2020-04-01,10305,5.55,0.5854,1303,2792
2020-04-01,10306,4.3,0.5903,1332,2434
2020-04-01,10307,5.93,0.5978,1372.5,3856.5
2020-04-01,10308,3.81,0.5894,1353,2857
2020-04-01,10309,5.75,0.6086,1375,2785.5
2020-04-01,10310,3.62,0.5521,1284,2698
2020-04-01,10312,4.99,0.6005,1361,2865.5
2020-04-01,10314,5.4,0.5874,1331,2893
2020-04-01,10451,9.4,0.5361,955,1514
2020-04-01,10452,8.72,0.5728,1009,1598
2020-04-01,10453,7.68,0.5832,1008,1447.5
2020-04-01,10454,7.1,0.5094,905,1451
2020-04-01,10455,7.8,0.5321,919,1726
2020-04-01,10456,10.65,0.5413,957,1626
2020-04-01,10457,7.78,0.5511,916.5,1703
2020-04-01,10458,5.38,0.5716,959,2187
2020-04-01,10459,8.54,0.5559,972,2023
2020-04-01,10460,11.01,0.5841,1003,2528
2020-04-01,10461,4.92,0.5656,1118,2563
2020-04-01,10462,5.5,0.5993,1084,2213
2020-04-01,10463,4.9,0.5409,1147,1797
2020-04-01,10464,5.69,0.4969,1068,2385
2020-04-01,10465,5.39,0.5456,1113,2330
2020-04-01,10466,6.05,0.525,942.5,2879
2020-04-01,10467,7.65,0.5742,999,2647.5
2020-04-01,10468,6.33,0.5768,1022,2000
2020-04-01,10469,5.7,0.5227,981,2467.5
2020-04-01,10470,5.68,0.5338,939,2652
2020-04-01,10471,4.18,0.5038,1063,2808.5
2020-04-01,10472,8.18,0.6035,1112,2080
2020-04-01,10473,8.98,0.545,947,2102
2020-04-01,10474,6.21,0.5017,782,2999
2020-04-01,10475,6.08,0.5278,1110,2023
2020-04-01,11004,3.45,0.5776,1237.5,2460.5
2020-04-01,11005,13.6,0.554,1297.5,1954
2020-04-01,11101,3.96,0.5843,884,2576
2020-04-01,11102,3.43,0.6053,995,1648
2020-04-01,11103,2.34,0.5981,1021,1669
2020-04-01,11104,3.23,0.604,1104.5,1697.5
2020-04-01,11105,2.97,0.5751,1066,1740
2020-04-01,11106,3.51,0.6065,935,1804
2020-04-01,11109,5.47,0.5676,129,2375
2020-04-01,11201,2.98,0.488,707,6849
2020-04-01,11203,5.6,0.5464,996.5,2324
2020-04-01,11204,3.97,0.6077,1259,1885.5
2020-04-01,11205,3.46,0.4606,789,3217
2020-04-01,11206,5.52,0.5197,873,2708
2020-04-01,11207,6.93,0.5384,988,2695
2020-04-01,11208,7.01,0.57,1102,3054.5
2020-04-01,11209,3.17,0.6182,1206.5,1234.5
2020-04-01,11210,4.99,0.5568,1106,2413
2020-04-01,11211,2.07,0.4784,809.5,2016.5
2020-04-01,11212,8.36,0.5506,987,2091
2020-04-01,11213,5.04,0.5415,991,2454
2020-04-01,11214,5.49,0.6326,1307.5,2066.5
2020-04-01,11215,2.32,0.5073,1000,2267.5
2020-04-01,11216,3.76,0.5399,958,2664.5
2020-04-01,11217,3.09,0.4995,836.5,3983.5
2020-04-01,11218,3.71,0.6345,1172,2257
2020-04-01,11219,3.22,0.6404,1136,1657.5
2020-04-01,11220,4.19,0.649,1059,1218.5
2020-04-01,11221,4.39,0.5332,936,2986.5
2020-04-01,11222,2.16,0.4148,797,3092.5
